"SI_ml","SI_sdlog","SI2_ml","SI2_sdlog","SI_shape","SI_scale","SI2_shape","SI2_scale","SI_shape_weibull","SI_scale_weibull","SI2_shape_weibull","SI2_scale_weibull"
2.85046709860802,0.966034872036977,3.74073634257837,0.725739561106124,1.14619148412321,24.7770808773658,2.29238296824642,24.7770808773658,0.987396070807177,28.2152300450038,1.46555469852013,62.8515994871571
